-0.088372,-0.063123,-0.043189,-0.020598,-0.042525,0.0019934,0.0026578,0.0299,5.5363,3.5246,1.927,2.4163,-0.042525,-0.040532,-0.018605,-0.0033223,0.040425,0.078885,0.077365,1,0.17421,0.43361,0
-0.086079,-0.043571,-0.017003,-0.019129,-0.045696,0.014878,0.012752,0.0063762,-0.24855,1.3428,0.21752,-0.20843,-0.052072,-0.0085016,-0.0021254,0,0.058182,0.024614,0.028221,0.5,0.48246,0.86806,0
-0.098655,-0.071749,-0.076233,-0.053812,-0.067265,-0.052018,-0.029596,-0.0044843,-0.57309,-0.56014,-0.18877,0.51752,-0.069955,-0.06278,-0.04843,-0.0080717,0.070447,0.071168,0.059502,0.4,0.47368,1.1917,0
-0.11206,-0.055319,-0.038298,-0.021277,-0.029787,-0.028369,0.0014184,-0.0014184,0.96527,0.60361,1.0358,0.16264,-0.036879,-0.036879,-0.0056738,-0.0028369,0.03691,0.015414,0.034183,0.6,0.30928,0.81083,0
-0.12094,-0.11268,-0.026549,-0.032448,-0.084366,-0.038348,0.010029,0.037758,0.8563,0.12798,0.072578,-0.062462,-0.084366,-0.038348,0.0041298,0.0041298,0.11972,0.11604,0.079186,0.9,0.30937,0.95031,0
-0.14246,-0.12776,-0.066176,-0.042279,-0.090993,-0.039522,-0.011949,0.015625,-0.49806,-0.10703,-0.052297,-0.10301,-0.1011,-0.055147,-0.023897,0.011949,0.22755,0.10609,0.088778,1,0.4209,1.4851,0
-0.12688,-0.11184,-0.039241,-0.037279,-0.086985,-0.028123,0.030085,0.0039241,-0.47337,0.20948,0.6266,-0.19058,-0.11642,-0.030085,-0.0091563,-0.019621,0.18591,0.099824,0.15561,0.5,0.44765,0.90526,0
-0.091934,-0.072853,-0.071986,-0.05464,-0.06765,-0.050304,-0.047702,0.02255,-0.67867,-0.62531,-0.54053,1.4959,-0.071119,-0.063313,-0.049436,-0.0026019,0.032129,0.09886,0.029861,0.7,0.25175,1.5062,1
-0.21512,-0.17151,-0.10174,-0.037791,-0.17587,-0.1032,-0.013081,0.074128,-0.8186,-0.14049,0.70642,0.91197,-0.18459,-0.1032,-0.013081,0.0087209,0.036703,0.078532,0.077264,0.9,0.32906,1.636,1
-0.09927,-0.078345,-0.048662,-0.011436,-0.047932,-0.046229,-0.019465,0.036983,0.96586,0.67113,1.4305,0.90218,-0.074939,-0.055718,-0.027251,0.013139,0.19158,0.21415,0.16145,1,0.2644,0.65066,1
-0.16,-0.1,-0.095455,-0.044545,-0.12182,-0.05,-0.058182,-0.0027273,0.25016,0.69916,-0.027108,0.26453,-0.12273,-0.090909,-0.062727,-0.013636,0.11778,0.073318,0.075534,0.5,0.27477,0.8982,1
-0.058728,-0.015226,-0.014138,-0.0087004,0.0070691,0.023382,0.012507,0.022838,1.5925,0.83355,0.42714,0.026428,-0.004894,0.0076128,-0.0021751,0.0076128,0.076609,0.089744,0.069626,1,0.34052,0.69569,1
-0.11056,-0.062676,-0.050704,-0.023239,-0.051408,-0.04507,-0.011972,0.015493,0.5435,0.38488,0.75143,0.84828,-0.057042,-0.048592,-0.012676,0.0084507,0.044074,0.083112,0.10576,0.5,0.1701,0.71668,1
-0.12249,-0.071269,-0.063252,-0.0035635,-0.021381,-0.028062,0.024499,0.035189,-0.058214,-0.36231,0.019214,-0.055476,-0.071269,-0.063697,0.024499,0.027171,0.23187,0.12966,0.38209,0.6,0.3986,1.3243,1
-0.055405,-0.048649,-0.060135,-0.02973,-0.036486,-0.030405,-0.013514,0.0081081,-0.83383,-0.67817,-0.38877,-0.11601,-0.041216,-0.035811,-0.019595,-0.00067568,0.01903,0.0175,0.021504,0.8,0.49206,2.6997,0
-0.068027,-0.056122,-0.012755,0.0076531,-0.022109,0.027211,0.042517,0.033163,-0.38527,0.03388,0.65721,-0.21458,-0.053571,0.021259,0.021259,0.020408,0.027235,0.0091681,0.018582,0.5,0.77536,0.95578,0
-0.14561,-0.10421,-0.087794,-0.061385,-0.077088,-0.079943,-0.04354,0.02641,-0.078886,-0.57985,-0.23634,0.13822,-0.10064,-0.089222,-0.047109,0,0.017847,0.040136,0.024239,0.5,0.24542,1.4348,0
